"id","record_id","person_id","person_role","kommentar","pseudonym","posisjon"
1541,905,22,"[""forfatter""]",,,1
1542,905,323,"[""kritiker""]",,,1
1543,906,25,"[""forfatter""]",,,1
1544,906,22,"[""kritiker""]",,,1
1545,907,7,"[""forfatter""]",,,1
1546,907,22,"[""kritiker""]",,,1
1547,908,22,"[""forfatter""]",,,1
1548,908,9,"[""kritiker""]",,,1
1549,909,22,"[""forfatter""]",,,1
1550,909,69,"[""kritiker""]",,,1
1551,910,22,"[""forfatter""]",,,1
1552,910,9,"[""kritiker""]",,,1
1553,911,22,"[""forfatter""]",,,1
1554,911,9,"[""kritiker""]",,,1
1555,912,22,"[""forfatter""]",,,1
1556,912,324,"[""kritiker""]",,"L.E.",1
1557,913,22,"[""forfatter""]",,,1
1558,913,9,"[""kritiker""]",,,1
1559,914,22,"[""forfatter""]",,,1
1560,914,9,"[""kritiker""]",,,1
1561,915,22,"[""forfatter""]",,,1
1562,915,9,"[""kritiker""]",,,1
1563,916,22,"[""forfatter""]",,,1
1564,916,325,"[""kritiker""]",,"H.H.",1
1565,917,22,"[""forfatter""]",,,1
1566,917,130,"[""kritiker""]",,,1
1567,918,326,"[""forfatter""]",,,1
1568,918,22,"[""kritiker""]",,,1
1569,919,318,"[""forfatter""]",,,1
1570,919,22,"[""kritiker""]",,,1
1571,920,34,"[""forfatter""]",,,1
1572,920,22,"[""kritiker""]",,,1
1573,921,327,"[""forfatter""]",,,1
1574,921,22,"[""kritiker""]",,,1
1575,922,77,"[""forfatter""]","Medforfatter: Moe",,1
1576,922,22,"[""kritiker""]",,,1
1577,923,22,"[""kritiker""]",,,1
1578,924,22,"[""kritiker""]",,,1
1579,925,77,"[""forfatter""]","Medforfatter: Moe",,1
1580,925,22,"[""kritiker""]",,,1
1581,926,34,"[""forfatter""]",,,1
1582,926,22,"[""kritiker""]",,,1
1583,927,328,"[""forfatter""]",,,1
1584,927,22,"[""kritiker""]",,,1
1585,928,177,"[""forfatter""]",,,1
1586,928,22,"[""kritiker""]",,,1
1587,929,183,"[""forfatter""]",,,1
1588,929,22,"[""kritiker""]",,,1
1589,930,25,"[""forfatter""]",,,1
1590,930,22,"[""kritiker""]",,,1
1591,931,11,"[""forfatter""]",,,1
1592,931,22,"[""kritiker""]",,,1
1593,932,61,"[""forfatter""]",,,1
1594,932,22,"[""kritiker""]",,,1
1595,933,22,"[""kritiker""]",,,1
1596,934,22,"[""kritiker""]",,,1
1597,935,77,"[""forfatter""]",,,1
1598,935,22,"[""kritiker""]",,,1
1599,936,22,"[""kritiker""]",,,1
1600,937,22,"[""kritiker""]",,,1
1601,938,22,"[""kritiker""]",,,1
1602,939,329,"[""forfatter""]",,,1
1603,939,22,"[""kritiker""]",,,1
1604,940,22,"[""kritiker""]",,,1
1605,941,22,"[""kritiker""]",,,1
1606,942,41,"[""forfatter""]",,,1
1607,942,22,"[""kritiker""]",,,1
1608,943,330,"[""forfatter""]",,,1
1609,943,22,"[""kritiker""]",,,1
1610,944,331,"[""forfatter""]",,,1
1611,944,22,"[""kritiker""]",,,1
1612,945,7,"[""forfatter""]",,,1
1613,945,22,"[""kritiker""]",,,1
1614,946,7,"[""forfatter""]",,,1
1615,946,22,"[""kritiker""]",,,1
1616,947,332,"[""forfatter""]",,,1
1617,947,22,"[""kritiker""]",,,1
1618,948,73,"[""forfatter""]",,,1
1619,948,22,"[""kritiker""]",,,1
1620,949,318,"[""forfatter""]",,,1
1621,949,22,"[""kritiker""]",,,1
1622,950,39,"[""forfatter""]",,,1
1623,950,22,"[""kritiker""]",,,1
1624,951,22,"[""kritiker""]",,,1
1625,952,22,"[""kritiker""]",,,1
1626,953,252,"[""forfatter""]",,,1
1627,953,22,"[""kritiker""]",,,1
1628,954,22,"[""kritiker""]",,,1
1629,955,130,"[""forfatter""]",,,1
1630,955,22,"[""kritiker""]",,,1
1631,956,333,"[""kritiker""]",,"F.",1
1632,957,22,"[""kritiker""]",,,1
1633,958,334,"[""kritiker""]",,,1
1634,959,22,"[""kritiker""]",,,1
1635,960,38,"[""forfatter""]",,,1
1636,960,22,"[""kritiker""]",,,1
1637,961,22,"[""kritiker""]",,,1
1638,962,25,"[""forfatter""]",,,1
1639,962,22,"[""kritiker""]",,,1
1640,963,7,"[""forfatter""]",,,1
1641,963,22,"[""kritiker""]",,,1
1642,964,7,"[""forfatter""]",,,1
1643,964,22,"[""kritiker""]",,,1
1644,965,34,"[""forfatter""]",,,1
1645,965,22,"[""kritiker""]",,,1
1646,966,22,"[""forfatter""]",,,1
1647,967,177,"[""forfatter""]",,,1
1648,967,22,"[""kritiker""]",,,1
1649,968,7,"[""forfatter""]",,,1
1650,968,22,"[""kritiker""]",,,1
1651,969,35,"[""forfatter""]",,,1
1652,969,22,"[""kritiker""]",,,1
1653,970,35,"[""forfatter""]",,,1
1654,970,9,"[""kritiker""]",,,1
1655,971,22,"[""kritiker""]",,,1
1656,972,22,"[""kritiker""]",,,1
1657,973,22,"[""kritiker""]",,,1
1658,974,22,"[""kritiker""]",,,1
1659,975,34,"[""forfatter""]",,,1
1660,975,22,"[""kritiker""]",,,1
1661,976,34,"[""forfatter""]",,,1
1662,976,22,"[""kritiker""]",,,1
1663,977,35,"[""forfatter""]",,,1
1664,977,22,"[""kritiker""]",,,1
1665,978,34,"[""forfatter""]",,,1
1666,978,22,"[""kritiker""]",,,1
1667,979,25,"[""forfatter""]",,,1
1668,979,22,"[""kritiker""]",,,1
1669,980,20,"[""kritiker""]",,"Jørgen Latiner",1
1670,981,335,"[""forfatter""]",,,1
1671,982,335,"[""forfatter""]",,,1
1672,983,336,"[""kritiker""]",,,1
1673,984,337,"[""forfatter""]",,,1
1674,984,13,"[""kritiker""]",,,1
1675,985,337,"[""forfatter""]",,,1
1676,985,9,"[""kritiker""]",,,1
1677,986,337,"[""forfatter""]",,,1
1678,986,9,"[""kritiker""]",,,1
1679,987,337,"[""forfatter""]",,,1
1680,987,9,"[""kritiker""]",,,1
1681,988,337,"[""forfatter""]",,,1
1682,988,9,"[""kritiker""]",,,1
1683,989,337,"[""forfatter""]",,,1
1684,989,187,"[""kritiker""]",,,1
1685,990,337,"[""forfatter""]",,,1
1686,990,88,"[""kritiker""]",,,1
1687,991,337,"[""forfatter""]",,,1
1688,991,338,"[""kritiker""]",,,1
1689,992,337,"[""forfatter""]",,,1
1690,992,339,"[""kritiker""]",,,1
1691,993,337,"[""forfatter""]","Utgiver",,1
1692,994,337,"[""forfatter""]","medutgiver: C.R. Unger",,1
1693,995,337,"[""kritiker""]",,,1
1694,996,337,"[""forfatter""]",,,1
1695,996,28,"[""kritiker""]",,,1
1696,997,28,"[""kritiker""]",,,1
1697,998,337,"[""forfatter""]",,,1
1698,998,340,"[""kritiker""]",,,1
1699,999,337,"[""forfatter""]",,,1
1700,999,118,"[""kritiker""]",,,1
1701,1000,341,"[""forfatter""]",,,1
1702,1001,341,"[""forfatter""]",,,1
1703,1001,9,"[""kritiker""]",,,1
1704,1002,341,"[""forfatter""]",,,1
1705,1002,9,"[""kritiker""]",,,1
1706,1003,341,"[""forfatter""]",,,1
1707,1003,9,"[""kritiker""]",,,1
1708,1004,341,"[""forfatter""]",,,1
1709,1004,342,"[""kritiker""]",,,1
1710,1005,341,"[""forfatter""]",,,1
1711,1005,343,"[""kritiker""]",,,1
1712,1006,341,"[""forfatter""]",,,1
1713,1006,9,"[""kritiker""]",,,1
1714,1007,341,"[""forfatter""]",,,1
1715,1007,9,"[""kritiker""]",,,1
1716,1008,341,"[""forfatter""]",,,1
1717,1008,344,"[""kritiker""]",,,1
1718,1009,341,"[""forfatter""]",,,1
1719,1009,9,"[""kritiker""]",,,1
1720,1010,341,"[""forfatter""]",,,1
1721,1010,9,"[""kritiker""]",,,1
1722,1011,341,"[""forfatter""]",,,1
1723,1011,341,"[""kritiker""]",,,1
1724,1012,341,"[""forfatter""]",,,1
1725,1013,341,"[""forfatter""]",,,1
1726,1013,344,"[""kritiker""]",,,1
1727,1014,341,"[""forfatter""]",,,1
1728,1014,342,"[""kritiker""]",,,1
1729,1015,341,"[""forfatter""]",,,1
1730,1015,343,"[""kritiker""]",,,1
1731,1016,341,"[""forfatter""]",,,1
1732,1016,102,"[""kritiker""]",,"C.G.E.",1
1733,1017,341,"[""forfatter""]",,,1
1734,1017,9,"[""kritiker""]",,,1
1735,1018,341,"[""forfatter""]",,,1
1736,1018,9,"[""kritiker""]",,,1
1737,1019,341,"[""forfatter""]",,,1
1738,1019,345,"[""kritiker""]",,,1
1739,1020,341,"[""forfatter""]",,,1
1740,1021,341,"[""forfatter""]",,,1
1741,1021,9,"[""kritiker""]",,,1
1742,1022,341,"[""forfatter""]",,,1
1743,1022,346,"[""kritiker""]",,,1
1744,1023,341,"[""forfatter""]",,,1
1745,1023,9,"[""kritiker""]",,,1
1746,1024,341,"[""forfatter""]",,,1
1747,1024,347,"[""kritiker""]",,,1
1748,1025,341,"[""forfatter""]",,,1
1749,1025,9,"[""kritiker""]",,,1
1750,1026,341,"[""forfatter""]",,,1
1751,1026,9,"[""kritiker""]",,,1
1752,1027,341,"[""forfatter""]",,,1
1753,1027,341,"[""kritiker""]",,,1
1754,1028,341,"[""forfatter""]",,,1
1755,1028,341,"[""kritiker""]",,,1
1756,1029,341,"[""forfatter""]",,,1
1757,1030,341,"[""forfatter""]",,,1
1758,1031,341,"[""forfatter""]",,,1
1759,1031,9,"[""kritiker""]",,,1
1760,1032,341,"[""forfatter""]",,,1
1761,1032,9,"[""kritiker""]",,,1
1762,1033,348,"[""kritiker""]",,,1
1763,1034,341,"[""forfatter""]",,,1
1764,1034,9,"[""kritiker""]",,,1
1765,1035,341,"[""forfatter""]",,,1
1766,1035,9,"[""kritiker""]",,,1
1767,1036,341,"[""forfatter""]",,,1
1768,1036,9,"[""kritiker""]",,,1
1769,1037,341,"[""forfatter""]",,,1
1770,1037,9,"[""kritiker""]",,,1
1771,1038,341,"[""forfatter""]",,,1
1772,1038,349,"[""kritiker""]",,,1
1773,1039,344,"[""kritiker""]",,"-V-",1
1774,1040,341,"[""forfatter""]",,,1
1775,1040,9,"[""kritiker""]",,,1
1776,1041,341,"[""forfatter""]",,,1
1777,1041,9,"[""kritiker""]",,,1
1778,1042,350,"[""forfatter""]",,,1
1779,1042,341,"[""kritiker""]",,,1
1780,1043,341,"[""kritiker""]",,,1
1781,1044,341,"[""kritiker""]",,,1
1782,1045,75,"[""forfatter""]",,,1
1783,1045,341,"[""kritiker""]",,,1
1784,1046,133,"[""forfatter""]",,,1
1785,1046,341,"[""kritiker""]",,,1
1786,1047,7,"[""forfatter""]",,,1
1787,1047,341,"[""kritiker""]",,,1
1788,1048,41,"[""forfatter""]",,,1
1789,1048,9,"[""kritiker""]",,,1
1790,9617,133,"[""forfatter""]",,,1
1791,9617,309,"[""kritiker""]",,,1
1792,1049,41,"[""forfatter""]",,,1
1793,1049,22,"[""kritiker""]",,,1
1794,1050,41,"[""forfatter""]",,,1
1795,1050,351,"[""kritiker""]",,"Chr.A.B.",1
1796,1051,41,"[""forfatter""]",,,1
1797,1051,9,"[""kritiker""]",,,1
1798,1052,41,"[""forfatter""]",,,1
1799,1052,352,"[""kritiker""]",,,1
1800,1053,41,"[""forfatter""]",,,1
1801,1053,353,"[""kritiker""]",,,1
1802,1054,41,"[""forfatter""]",,,1
1803,1054,354,"[""kritiker""]",,,1
1804,1055,41,"[""forfatter""]",,,1
1805,1055,68,"[""kritiker""]",,,1
1806,1056,41,"[""forfatter""]",,,1
1807,1056,9,"[""kritiker""]",,,1
1808,1057,41,"[""forfatter""]",,,1
1809,1057,9,"[""kritiker""]",,,1
1810,1058,41,"[""forfatter""]",,,1
1811,1058,9,"[""kritiker""]",,,1
1812,1059,41,"[""forfatter""]",,,1
1813,1059,9,"[""kritiker""]",,,1
1814,1060,41,"[""forfatter""]",,,1
1815,1060,9,"[""kritiker""]",,,1
1816,1061,41,"[""forfatter""]",,,1
1817,1061,9,"[""kritiker""]",,,1
1818,1062,41,"[""forfatter""]",,,1
1819,1062,9,"[""kritiker""]",,,1
1820,1063,41,"[""forfatter""]",,,1
1821,1063,9,"[""kritiker""]",,,1
1822,1064,41,"[""forfatter""]",,,1
1823,1064,9,"[""kritiker""]",,,1
1824,1065,41,"[""forfatter""]",,,1
1825,1065,9,"[""kritiker""]",,,1
1826,1066,41,"[""forfatter""]",,,1
1827,1066,9,"[""kritiker""]",,,1
1828,1067,41,"[""forfatter""]",,,1
1829,1067,9,"[""kritiker""]",,,1
1830,1068,41,"[""forfatter""]",,,1
1831,1068,9,"[""kritiker""]",,,1
1832,1069,41,"[""forfatter""]",,,1
1833,1069,9,"[""kritiker""]",,,1
1834,1070,41,"[""forfatter""]",,,1
1835,1070,355,"[""kritiker""]",,,1
1836,1071,41,"[""forfatter""]",,,1
1837,1071,38,"[""kritiker""]",,,1
1838,1072,41,"[""forfatter""]",,,1
1839,1072,346,"[""kritiker""]",,,1
1840,1073,41,"[""forfatter""]",,,1
1841,1073,38,"[""kritiker""]",,,1
1842,1074,41,"[""forfatter""]",,,1
1843,1074,346,"[""kritiker""]",,,1
1844,1075,41,"[""forfatter""]",,,1
1845,1075,9,"[""kritiker""]",,,1
1846,1076,41,"[""forfatter""]",,,1
1847,1076,38,"[""kritiker""]",,,1
1848,1077,41,"[""forfatter""]",,,1
1849,1077,38,"[""kritiker""]",,,1
1850,1078,41,"[""forfatter""]",,,1
1851,1078,356,"[""kritiker""]",,,1
1852,1079,41,"[""forfatter""]",,,1
1853,1079,357,"[""kritiker""]",,,1
1854,1080,41,"[""forfatter""]",,,1
1855,1080,312,"[""kritiker""]",,,1
1856,1081,41,"[""forfatter""]",,,1
1857,1081,61,"[""kritiker""]",,,1
1858,1082,41,"[""forfatter""]",,,1
1859,1082,9,"[""kritiker""]",,,1
1860,1083,41,"[""forfatter""]",,,1
1861,1083,358,"[""kritiker""]",,,1
1862,1084,41,"[""forfatter""]",,,1
1863,1084,269,"[""kritiker""]",,"S.",1
1864,1085,41,"[""forfatter""]",,,1
1865,1085,9,"[""kritiker""]",,,1
1866,1086,41,"[""forfatter""]",,,1
1867,1087,41,"[""forfatter""]",,,1
1868,1087,9,"[""kritiker""]",,,1
1869,1088,41,"[""forfatter""]",,,1
1870,1089,41,"[""forfatter""]",,,1
1871,1089,9,"[""kritiker""]",,,1
1872,1090,41,"[""forfatter""]",,,1
1873,1090,38,"[""kritiker""]",,,1
1874,1091,41,"[""forfatter""]",,,1
1875,1091,9,"[""kritiker""]",,,1
1876,1092,41,"[""forfatter""]",,,1
1877,1092,359,"[""kritiker""]",,,1
1878,1093,41,"[""forfatter""]",,,1
1879,1093,131,"[""kritiker""]",,,1
1880,1094,41,"[""forfatter""]",,,1
1881,1094,38,"[""kritiker""]",,,1
1882,1095,41,"[""forfatter""]",,,1
1883,1095,9,"[""kritiker""]",,,1
1884,1096,41,"[""forfatter""]",,,1
1885,1096,9,"[""kritiker""]",,,1
1886,1097,41,"[""forfatter""]",,,1
1887,1097,9,"[""kritiker""]",,,1
1888,1098,41,"[""forfatter""]",,,1
1889,1098,198,"[""kritiker""]",,,1
1890,1099,41,"[""forfatter""]",,,1
1891,1099,360,"[""kritiker""]",,,1
1892,1100,41,"[""forfatter""]",,,1
1893,1100,9,"[""kritiker""]",,,1
1894,1101,41,"[""forfatter""]",,,1
1895,1101,361,"[""kritiker""]",,"H.S.",1
1896,1102,41,"[""forfatter""]",,,1
1897,1102,361,"[""kritiker""]",,"H.S.",1
1898,1103,41,"[""forfatter""]",,,1
1899,1103,22,"[""kritiker""]",,,1
1900,1104,41,"[""forfatter""]",,,1
1901,1104,362,"[""kritiker""]",,,1
1902,1105,41,"[""forfatter""]",,,1
1903,1105,9,"[""kritiker""]",,,1
1904,1106,41,"[""forfatter""]",,,1
1905,1106,73,"[""kritiker""]",,,1
1906,1107,41,"[""forfatter""]",,,1
1907,1108,41,"[""forfatter""]",,,1
1908,1109,41,"[""forfatter""]",,,1
1909,1109,9,"[""kritiker""]",,,1
1910,1110,41,"[""forfatter""]",,,1
1911,1110,344,"[""kritiker""]",,"-V-",1
1912,1111,41,"[""forfatter""]",,,1
1913,1111,9,"[""kritiker""]",,,1
1914,1112,41,"[""forfatter""]",,,1
1915,1112,344,"[""kritiker""]",,"-V-",1
1916,1113,41,"[""forfatter""]",,,1
1917,1113,9,"[""kritiker""]",,,1
1918,1114,41,"[""forfatter""]",,,1
1919,1114,9,"[""kritiker""]",,,1
1920,1115,41,"[""forfatter""]",,,1
1921,1115,9,"[""kritiker""]",,,1
1922,1116,41,"[""forfatter""]",,,1
1923,1116,9,"[""kritiker""]",,,1
1924,1117,41,"[""forfatter""]",,,1
1925,1118,41,"[""forfatter""]",,,1
1926,1119,41,"[""forfatter""]",,,1
1927,1119,9,"[""kritiker""]",,,1
1928,1120,41,"[""forfatter""]",,,1
1929,1120,9,"[""kritiker""]",,,1
1930,1121,41,"[""forfatter""]",,,1
1931,1121,9,"[""kritiker""]",,,1
1932,1122,41,"[""forfatter""]",,,1
1933,1122,9,"[""kritiker""]",,,1
1934,1123,41,"[""forfatter""]",,,1
1935,1123,9,"[""kritiker""]",,,1
1936,1124,41,"[""forfatter""]",,,1
1937,1124,9,"[""kritiker""]",,,1
1938,1125,41,"[""forfatter""]",,,1
1939,1125,9,"[""kritiker""]",,,1
1940,1126,41,"[""forfatter""]",,,1
1941,1126,9,"[""kritiker""]",,,1
1942,1127,41,"[""forfatter""]",,,1
1943,1127,9,"[""kritiker""]",,,1
1944,1128,41,"[""forfatter""]",,,1
1945,1128,9,"[""kritiker""]",,,1
1946,1129,41,"[""forfatter""]",,,1
1947,1129,9,"[""kritiker""]",,,1
1948,1130,41,"[""forfatter""]",,,1
1949,1130,9,"[""kritiker""]",,,1
1950,1131,41,"[""forfatter""]",,,1
1951,1131,9,"[""kritiker""]",,,1
1952,1132,41,"[""forfatter""]",,,1
1953,1132,9,"[""kritiker""]",,,1
1954,1302,363,"[""kritiker""]",,,1
1955,1133,41,"[""forfatter""]",,,1
1956,1133,333,"[""kritiker""]",,"F.",1
1957,1134,41,"[""forfatter""]",,,1
1958,1134,9,"[""kritiker""]",,,1
1959,1135,41,"[""forfatter""]",,,1
1960,1135,9,"[""kritiker""]",,,1
1961,1136,41,"[""forfatter""]",,,1
1962,1136,9,"[""kritiker""]",,,1
1963,1137,41,"[""forfatter""]",,,1
1964,1137,9,"[""kritiker""]",,,1
1965,1138,41,"[""forfatter""]",,,1
1966,1138,364,"[""kritiker""]",,"-ie",1
1967,1139,41,"[""forfatter""]",,,1
1968,1139,5,"[""kritiker""]",,,1
1969,1140,41,"[""forfatter""]",,,1
1970,1140,9,"[""kritiker""]",,,1
1971,1141,41,"[""forfatter""]",,,1
1972,1141,9,"[""kritiker""]",,,1
1973,1142,41,"[""forfatter""]",,,1
1974,1142,9,"[""kritiker""]",,,1
1975,1143,41,"[""forfatter""]",,,1
1976,1143,9,"[""kritiker""]",,,1
1977,1144,41,"[""forfatter""]",,,1
1978,1144,145,"[""kritiker""]",,"P.H.",1
1979,1145,41,"[""forfatter""]",,,1
1980,1145,365,"[""kritiker""]",,"C.",1
1981,1146,41,"[""forfatter""]",,,1
1982,1146,9,"[""kritiker""]",,,1
1983,1147,41,"[""forfatter""]",,,1
1984,1147,22,"[""kritiker""]",,,1
1985,1148,41,"[""forfatter""]",,,1
1986,1148,9,"[""kritiker""]",,,1
1987,1149,41,"[""forfatter""]",,,1
1988,1149,9,"[""kritiker""]",,,1
1989,1150,41,"[""forfatter""]",,,1
1990,1150,9,"[""kritiker""]",,,1
1991,1151,41,"[""forfatter""]",,,1
1992,1151,9,"[""kritiker""]",,,1
1993,1152,41,"[""forfatter""]",,,1
1994,1152,9,"[""kritiker""]",,,1
1995,1153,41,"[""forfatter""]",,,1
1996,1153,9,"[""kritiker""]",,,1
1997,1154,41,"[""forfatter""]",,,1
1998,1154,9,"[""kritiker""]",,,1
1999,1155,41,"[""forfatter""]",,,1
2000,1155,9,"[""kritiker""]",,,1
2001,1156,41,"[""forfatter""]",,,1
2002,1156,366,"[""kritiker""]",,"Chr.A.B.",1
2003,1157,41,"[""forfatter""]",,,1
2004,1157,361,"[""kritiker""]",,"H.S.",1
2005,1158,41,"[""forfatter""]",,,1
2006,1159,41,"[""forfatter""]",,,1
2007,1159,9,"[""kritiker""]",,,1
2008,1160,41,"[""forfatter""]",,,1
2009,1161,41,"[""forfatter""]",,,1
2010,1161,9,"[""kritiker""]",,,1
2011,1162,41,"[""forfatter""]",,,1
2012,1162,9,"[""kritiker""]",,,1
2013,1163,41,"[""forfatter""]",,,1
2014,1163,9,"[""kritiker""]",,,1
2015,1164,41,"[""forfatter""]",,,1
2016,1164,360,"[""kritiker""]",,,1
2017,1165,41,"[""forfatter""]",,,1
2018,1165,38,"[""kritiker""]",,,1
2019,1166,41,"[""forfatter""]",,,1
2020,1166,367,"[""kritiker""]",,"J.B.",1
2021,1167,41,"[""forfatter""]",,,1
2022,1167,9,"[""kritiker""]",,,1
2023,1168,41,"[""forfatter""]",,,1
2024,1168,361,"[""kritiker""]",,"H.S.",1
2025,1169,41,"[""forfatter""]",,,1
2026,1169,9,"[""kritiker""]",,,1
2027,1170,41,"[""forfatter""]",,,1
2028,1170,358,"[""kritiker""]",,,1
2029,1171,41,"[""forfatter""]",,,1
2030,1171,9,"[""kritiker""]",,,1
2031,1172,41,"[""forfatter""]",,,1
2032,1172,9,"[""kritiker""]",,,1
2033,1173,41,"[""forfatter""]",,,1
2034,1173,9,"[""kritiker""]",,,1
2035,1174,41,"[""forfatter""]",,,1
2036,1175,41,"[""forfatter""]",,,1
2037,1175,9,"[""kritiker""]",,,1
2038,1176,41,"[""forfatter""]",,,1
2039,1176,9,"[""kritiker""]",,,1
2040,1177,41,"[""forfatter""]",,,1
2041,1178,41,"[""forfatter""]",,,1
2042,1178,368,"[""kritiker""]",,,1
2043,1179,41,"[""forfatter""]",,,1
2044,1179,22,"[""kritiker""]",,,1
2045,1180,41,"[""forfatter""]",,,1
2046,1180,101,"[""kritiker""]",,"L.",1
2047,1181,41,"[""forfatter""]",,,1
2048,1182,41,"[""forfatter""]",,,1
2049,1182,69,"[""kritiker""]",,"I.H.",1
2050,1183,41,"[""forfatter""]",,,1
2051,1183,9,"[""kritiker""]",,,1
2052,1184,41,"[""forfatter""]",,,1
2053,1184,9,"[""kritiker""]",,,1
2054,1185,41,"[""forfatter""]",,,1
2055,1185,9,"[""kritiker""]",,,1
2056,1186,41,"[""forfatter""]",,,1
2057,1186,9,"[""kritiker""]",,,1
2058,1187,41,"[""forfatter""]",,,1
2059,1187,366,"[""kritiker""]",,"Chr.A.B.",1
2060,1188,41,"[""forfatter""]",,,1
2061,1189,41,"[""forfatter""]",,,1
2062,1189,10,"[""kritiker""]",,"M.S.",1
2063,1190,41,"[""forfatter""]",,,1
2064,1190,369,"[""kritiker""]",,"E.M.",1
2065,1191,41,"[""forfatter""]",,,1
2066,1191,9,"[""kritiker""]",,,1
2067,1192,41,"[""forfatter""]","medforfatter: Edvard Brandes",,1
2068,1192,9,"[""kritiker""]",,,1
2069,1193,41,"[""forfatter""]","medforfatter: Edvard Brandes",,1
2070,1193,9,"[""kritiker""]",,,1
2071,1194,41,"[""forfatter""]","medforfatter: Edvard Brandes",,1
2072,1194,9,"[""kritiker""]",,,1
2073,1195,41,"[""forfatter""]","medforfatter: Edvard Brandes",,1
2074,1195,9,"[""kritiker""]",,,1
2075,1196,41,"[""forfatter""]","medforfatter: Edvard Brandes",,1
2076,1196,334,"[""kritiker""]",,,1
2077,1197,41,"[""forfatter""]","medforfatter: Edvard Brandes",,1
2078,1197,69,"[""kritiker""]",,,1
2079,1198,41,"[""forfatter""]",,,1
2080,1198,9,"[""kritiker""]",,,1
2081,1199,41,"[""forfatter""]",,,1
2082,1199,22,"[""kritiker""]",,,1
2083,1200,41,"[""forfatter""]",,,1
2084,1200,344,"[""kritiker""]",,,1
2085,1201,41,"[""forfatter""]",,,1
2086,1201,68,"[""kritiker""]",,,1
2087,1202,41,"[""forfatter""]",,,1
2088,1203,41,"[""forfatter""]",,,1
2089,1203,364,"[""kritiker""]",,,1
2090,1204,41,"[""forfatter""]",,,1
2091,1204,9,"[""kritiker""]",,,1
2092,1205,41,"[""forfatter""]",,,1
2093,1205,9,"[""kritiker""]",,,1
2094,1206,41,"[""forfatter""]",,,1
2095,1206,369,"[""kritiker""]",,,1
2096,1207,41,"[""forfatter""]",,,1
2097,1207,300,"[""kritiker""]",,,1
2098,1208,41,"[""forfatter""]",,,1
2099,1208,145,"[""kritiker""]",,"P.H.",1
2100,1209,41,"[""forfatter""]",,,1
2101,1209,9,"[""kritiker""]",,,1
2102,1210,41,"[""forfatter""]",,,1
2103,1210,9,"[""kritiker""]",,,1
2104,1211,41,"[""forfatter""]",,,1
2105,1211,366,"[""kritiker""]",,"Chr.A.B.",1
2106,1212,41,"[""forfatter""]",,,1
2107,1212,346,"[""kritiker""]",,,1
2108,1213,41,"[""forfatter""]",,,1
2109,1213,22,"[""kritiker""]",,,1
2110,1214,41,"[""forfatter""]",,,1
2111,1214,344,"[""kritiker""]",,"A",1
2112,1215,41,"[""forfatter""]",,,1
2113,1215,9,"[""kritiker""]",,,1
2114,1216,41,"[""forfatter""]",,,1
2115,1216,10,"[""kritiker""]",,"M.S.",1
2116,1217,41,"[""forfatter""]",,,1
2117,1217,353,"[""kritiker""]",,"D.M.",1
2118,1218,41,"[""forfatter""]",,,1
2119,1218,131,"[""kritiker""]",,,1
2120,1219,41,"[""forfatter""]",,,1
2121,1220,41,"[""forfatter""]",,,1
2122,1220,9,"[""kritiker""]",,,1
2123,1221,41,"[""forfatter""]",,,1
2124,1221,9,"[""kritiker""]",,,1
2125,1222,41,"[""forfatter""]",,,1
2126,1222,9,"[""kritiker""]",,,1
2127,1223,41,"[""forfatter""]",,,1
2128,1223,9,"[""kritiker""]",,,1
2129,1224,41,"[""forfatter""]",,,1
2130,1224,9,"[""kritiker""]",,,1
2131,1225,41,"[""forfatter""]",,,1
2132,1225,9,"[""kritiker""]",,,1
2133,1226,41,"[""forfatter""]",,,1
2134,1226,9,"[""kritiker""]",,,1
2135,1227,41,"[""forfatter""]",,,1
2136,1227,370,"[""kritiker""]",,"J.F.",1
2137,1228,41,"[""forfatter""]",,,1
2138,1228,366,"[""kritiker""]",,"Chr.A.B.",1
2139,1229,41,"[""forfatter""]",,,1
2140,1229,9,"[""kritiker""]",,,1
2141,1230,41,"[""forfatter""]",,,1
2142,1230,145,"[""kritiker""]",,"P.H.",1
2143,1231,41,"[""forfatter""]",,,1
2144,1231,371,"[""kritiker""]",,"K.P.",1
2145,1232,41,"[""forfatter""]",,,1
2146,1232,9,"[""kritiker""]",,,1
2147,1233,41,"[""forfatter""]",,,1
2148,1233,9,"[""kritiker""]",,,1
2149,1234,41,"[""forfatter""]",,,1
2150,1234,9,"[""kritiker""]",,,1
2151,1235,41,"[""forfatter""]",,,1
2152,1235,346,"[""kritiker""]",,,1
2153,1236,41,"[""forfatter""]",,,1
2154,1236,130,"[""kritiker""]",,,1
2155,1237,41,"[""forfatter""]",,,1
2156,1237,10,"[""kritiker""]",,"M.S.",1
2157,1238,41,"[""forfatter""]",,,1
2158,1238,69,"[""kritiker""]",,,1
2159,1239,41,"[""forfatter""]",,,1
2160,1239,372,"[""kritiker""]",,"L.E.",1
2161,1240,41,"[""forfatter""]",,,1
2162,1240,344,"[""kritiker""]",,"-V-",1
2163,1241,41,"[""forfatter""]",,,1
2164,1241,373,"[""kritiker""]",,"J.V.",1
2165,1242,41,"[""forfatter""]",,,1
2166,1243,41,"[""forfatter""]",,,1
2167,1243,374,"[""kritiker""]",,"R.M.",1
