"id","record_id","person_id","person_role","kommentar","pseudonym","posisjon"
113,61,25,"[""kritiker""]",,,1
114,62,25,"[""forfatter""]",,,1
115,62,27,"[""kritiker""]",,,1
116,63,25,"[""forfatter""]",,,1
117,63,25,"[""kritiker""]",,,1
120,65,27,"[""kritiker""]",,,1
121,66,27,"[""kritiker""]",,,1
122,67,25,"[""forfatter""]",,,1
123,67,27,"[""kritiker""]",,,1
124,68,27,"[""kritiker""]",,,1
125,69,28,"[""kritiker""]",,,1
126,70,29,"[""forfatter""]",,,1
127,70,28,"[""kritiker""]",,,1
129,71,30,"[""kritiker""]",,,1
130,72,28,"[""forfatter""]","Utgiver",,1
131,72,31,"[""kritiker""]",,,1
133,74,28,"[""forfatter""]","Utgiver",,1
134,74,9,"[""kritiker""]",,,1
135,75,28,"[""forfatter""]","Utgiver",,1
136,75,9,"[""kritiker""]",,,1
137,76,28,"[""forfatter""]","Utgiver",,1
138,76,32,"[""kritiker""]",,,1
139,77,33,"[""forfatter""]",,,1
140,77,9,"[""kritiker""]",,,1
141,78,34,"[""forfatter""]",,,1
142,78,28,"[""kritiker""]",,,1
143,79,28,"[""kritiker""]",,,1
144,80,28,"[""kritiker""]",,,1
145,81,35,"[""forfatter""]",,,1
146,81,28,"[""kritiker""]",,,1
147,82,36,"[""forfatter""]",,,1
148,82,28,"[""kritiker""]",,,1
149,83,28,"[""kritiker""]",,,1
150,84,20,"[""forfatter""]",,,1
151,84,28,"[""kritiker""]",,,1
152,85,28,"[""kritiker""]",,,1
153,86,37,"[""forfatter""]",,,1
154,86,28,"[""kritiker""]",,,1
155,87,7,"[""forfatter""]",,,1
156,87,28,"[""kritiker""]",,,1
157,88,28,"[""kritiker""]",,,1
158,89,38,"[""forfatter""]",,,1
159,89,28,"[""kritiker""]",,,1
160,90,38,"[""forfatter""]",,,1
161,90,28,"[""kritiker""]",,,1
162,91,39,"[""forfatter""]",,,1
163,91,28,"[""kritiker""]",,,1
164,92,40,"[""forfatter""]",,,1
165,92,28,"[""kritiker""]",,,1
166,93,41,"[""forfatter""]",,,1
167,93,27,"[""kritiker""]",,,1
168,94,34,"[""forfatter""]",,,1
169,94,27,"[""kritiker""]",,,1
170,95,27,"[""kritiker""]",,,1
171,96,42,"[""kritiker""]",,"G.A.D.",1
172,97,43,"[""forfatter""]",,,1
173,97,9,"[""kritiker""]",,,1
174,98,43,"[""forfatter""]",,,1
175,98,9,"[""kritiker""]",,,1
176,99,44,"[""kritiker""]",,,1
177,100,44,"[""kritiker""]",,,1
178,101,45,"[""forfatter""]",,,1
179,102,45,"[""forfatter""]",,,1
180,102,9,"[""kritiker""]",,,1
181,103,46,"[""forfatter""]",,,1
182,103,9,"[""kritiker""]",,,1
183,104,46,"[""forfatter""]",,,1
184,104,9,"[""kritiker""]",,,1
185,105,46,"[""forfatter""]",,,1
186,105,9,"[""kritiker""]",,,1
187,106,46,"[""forfatter""]",,,1
188,106,9,"[""kritiker""]",,,1
189,107,46,"[""forfatter""]",,,1
190,107,9,"[""kritiker""]",,,1
191,108,46,"[""forfatter""]",,,1
192,108,47,"[""kritiker""]",,,1
193,109,46,"[""forfatter""]",,,1
194,110,46,"[""forfatter""]",,,1
195,110,9,"[""kritiker""]",,,1
196,111,46,"[""forfatter""]",,,1
197,111,9,"[""kritiker""]",,,1
198,112,46,"[""forfatter""]",,,1
199,112,9,"[""kritiker""]",,,1
200,113,48,"[""forfatter""]",,,1
201,113,9,"[""kritiker""]",,,1
202,114,48,"[""forfatter""]",,,1
203,114,9,"[""kritiker""]",,,1
204,115,48,"[""forfatter""]",,,1
205,115,9,"[""kritiker""]",,,1
206,116,48,"[""forfatter""]",,,1
207,116,37,"[""kritiker""]",,,1
208,117,48,"[""forfatter""]",,,1
209,117,49,"[""kritiker""]",,,1
210,118,48,"[""forfatter""]",,,1
211,118,50,"[""kritiker""]",,,1
212,119,48,"[""forfatter""]",,,1
213,119,9,"[""kritiker""]",,,1
214,120,48,"[""forfatter""]",,,1
215,120,48,"[""kritiker""]",,,1
216,121,25,"[""forfatter""]",,,1
217,121,48,"[""kritiker""]",,,1
218,122,51,"[""forfatter""]",,,1
219,122,51,"[""kritiker""]",,,1
220,123,52,"[""kritiker""]",,,1
221,124,53,"[""kritiker""]",,,1
222,125,54,"[""kritiker""]",,,1
223,126,20,"[""forfatter""]",,,1
224,126,9,"[""kritiker""]",,,1
225,127,20,"[""forfatter""]",,,1
226,127,13,"[""kritiker""]",,,1
227,128,20,"[""forfatter""]",,,1
228,128,5,"[""kritiker""]",,,1
229,129,20,"[""forfatter""]",,,1
230,129,55,"[""kritiker""]",,,1
231,130,20,"[""forfatter""]",,,1
232,130,56,"[""kritiker""]",,,1
233,131,20,"[""forfatter""]",,,1
234,131,9,"[""kritiker""]",,,1
235,132,20,"[""kritiker""]",,,1
236,133,20,"[""forfatter""]",,,1
237,133,57,"[""kritiker""]",,,1
238,134,20,"[""forfatter""]",,,1
239,134,58,"[""kritiker""]",,,1
240,135,20,"[""forfatter""]",,,1
241,135,9,"[""kritiker""]",,,1
242,136,59,"[""forfatter""]",,,1
243,136,20,"[""kritiker""]",,,1
244,137,20,"[""kritiker""]",,,1
245,138,20,"[""forfatter""]",,,1
246,138,9,"[""kritiker""]",,,1
247,139,20,"[""forfatter""]",,,1
248,139,9,"[""kritiker""]",,,1
249,140,20,"[""forfatter""]",,,1
250,140,9,"[""kritiker""]",,,1
251,141,20,"[""forfatter""]",,,1
252,141,9,"[""kritiker""]",,,1
253,142,20,"[""forfatter""]",,,1
254,142,60,"[""kritiker""]",,,1
255,143,20,"[""forfatter""]",,,1
256,143,61,"[""kritiker""]",,,1
257,144,62,"[""forfatter""]",,,1
258,144,9,"[""kritiker""]",,,1
259,145,62,"[""forfatter""]",,,1
260,145,9,"[""kritiker""]",,,1
261,146,62,"[""forfatter""]",,,1
262,146,9,"[""kritiker""]",,,1
263,147,63,"[""kritiker""]",,,1
264,148,64,"[""kritiker""]",,,1
265,149,58,"[""forfatter""]",,,1
266,149,65,"[""kritiker""]",,,1
267,150,66,"[""kritiker""]",,,1
268,151,21,"[""forfatter""]",,,1
269,151,67,"[""kritiker""]",,,1
270,152,21,"[""forfatter""]",,,1
271,152,68,"[""kritiker""]",,,1
272,153,21,"[""forfatter""]",,,1
273,153,41,"[""kritiker""]",,,1
274,154,21,"[""forfatter""]",,,1
275,155,21,"[""forfatter""]",,,1
276,155,69,"[""kritiker""]",,,1
277,156,21,"[""forfatter""]",,,1
278,156,70,"[""kritiker""]",,,1
279,157,21,"[""forfatter""]",,,1
280,157,9,"[""kritiker""]",,,1
281,158,21,"[""forfatter""]",,,1
282,158,9,"[""kritiker""]",,,1
283,159,21,"[""forfatter""]",,,1
284,159,9,"[""kritiker""]",,,1
285,160,21,"[""forfatter""]",,,1
286,160,9,"[""kritiker""]",,,1
287,161,21,"[""forfatter""]",,,1
288,161,71,"[""kritiker""]",,,1
289,162,21,"[""forfatter""]",,,1
290,162,38,"[""kritiker""]",,,1
291,163,21,"[""forfatter""]",,,1
292,163,22,"[""kritiker""]",,,1
293,164,38,"[""forfatter""]",,,1
294,164,21,"[""kritiker""]",,,1
295,165,21,"[""forfatter""]",,,1
296,165,72,"[""kritiker""]",,"I.b.",1
297,166,21,"[""forfatter""]",,,1
298,167,21,"[""forfatter""]",,,1
299,167,9,"[""kritiker""]",,,1
300,168,21,"[""forfatter""]",,,1
301,168,9,"[""kritiker""]",,,1
302,169,21,"[""forfatter""]",,,1
303,169,9,"[""kritiker""]",,,1
304,170,21,"[""forfatter""]",,,1
305,170,9,"[""kritiker""]",,,1
306,171,21,"[""forfatter""]",,,1
307,171,9,"[""kritiker""]",,,1
308,172,21,"[""forfatter""]",,,1
309,172,73,"[""kritiker""]",,,1
310,173,21,"[""forfatter""]",,,1
311,173,9,"[""kritiker""]",,,1
312,174,21,"[""forfatter""]",,,1
313,174,9,"[""kritiker""]",,,1
314,175,21,"[""forfatter""]",,,1
315,175,69,"[""kritiker""]",,"I.H.",1
316,176,21,"[""forfatter""]",,,1
317,176,70,"[""kritiker""]",,,1
318,177,21,"[""forfatter""]",,,1
319,177,9,"[""kritiker""]",,,1
320,178,21,"[""forfatter""]",,,1
321,178,9,"[""kritiker""]",,,1
322,179,21,"[""forfatter""]",,,1
323,179,9,"[""kritiker""]",,,1
324,180,21,"[""forfatter""]",,,1
325,180,9,"[""kritiker""]",,,1
326,181,21,"[""forfatter""]",,,1
327,181,9,"[""kritiker""]",,,1
328,182,21,"[""forfatter""]",,,1
329,182,9,"[""kritiker""]",,,1
330,183,21,"[""forfatter""]",,,1
331,183,74,"[""kritiker""]",,,1
332,184,21,"[""forfatter""]",,,1
333,184,74,"[""kritiker""]",,,1
334,185,21,"[""forfatter""]",,,1
335,185,9,"[""kritiker""]",,,1
336,186,21,"[""kritiker""]",,,1
337,187,75,"[""forfatter""]",,,1
338,187,21,"[""kritiker""]",,"e.",1
339,188,11,"[""forfatter""]",,,1
340,188,21,"[""kritiker""]",,,1
341,189,21,"[""kritiker""]",,,1
342,190,75,"[""forfatter""]",,,1
343,190,21,"[""kritiker""]",,,1
344,191,76,"[""forfatter""]",,,1
345,191,21,"[""kritiker""]",,,1
346,192,77,"[""forfatter""]",,,1
347,192,21,"[""kritiker""]",,,1
348,193,40,"[""forfatter""]",,,1
349,193,21,"[""kritiker""]",,,1
350,194,78,"[""forfatter""]",,,1
351,194,21,"[""kritiker""]",,,1
352,195,21,"[""forfatter""]",,,1
353,195,7,"[""kritiker""]",,,1
354,196,79,"[""forfatter""]",,,1
355,196,30,"[""kritiker""]",,,1
356,197,30,"[""forfatter""]",,,1
357,197,22,"[""kritiker""]",,,1
358,198,30,"[""forfatter""]",,,1
359,198,80,"[""kritiker""]",,,1
360,199,30,"[""forfatter""]",,,1
361,199,9,"[""kritiker""]",,,1
362,200,30,"[""forfatter""]",,,1
363,200,9,"[""kritiker""]",,,1
364,201,30,"[""forfatter""]",,,1
365,201,9,"[""kritiker""]",,,1
366,202,30,"[""forfatter""]",,,1
367,202,9,"[""kritiker""]",,,1
368,203,30,"[""forfatter""]",,,1
369,203,9,"[""kritiker""]",,,1
370,204,30,"[""forfatter""]",,,1
371,204,81,"[""kritiker""]",,,1
372,205,30,"[""forfatter""]",,,1
373,206,30,"[""forfatter""]",,,1
374,206,82,"[""kritiker""]",,,1
375,207,30,"[""forfatter""]",,,1
376,207,83,"[""kritiker""]",,"M.A.",1
377,208,30,"[""forfatter""]",,,1
378,208,9,"[""kritiker""]",,,1
379,209,30,"[""kritiker""]",,,1
380,210,30,"[""kritiker""]",,,1
381,211,28,"[""forfatter""]",,,1
382,211,30,"[""kritiker""]",,,1
383,212,84,"[""forfatter""]",,,1
384,212,30,"[""kritiker""]",,,1
385,213,30,"[""kritiker""]",,,1
386,214,85,"[""kritiker""]",,,1
387,215,86,"[""kritiker""]",,,1
388,216,87,"[""forfatter""]",,,1
389,216,88,"[""kritiker""]",,,1
390,217,87,"[""forfatter""]",,,1
391,217,87,"[""kritiker""]",,,1
392,218,87,"[""forfatter""]",,,1
393,218,9,"[""kritiker""]",,,1
394,219,87,"[""forfatter""]",,,1
395,219,87,"[""kritiker""]",,,1
396,220,34,"[""forfatter""]",,,1
397,220,89,"[""kritiker""]",,,1
398,221,90,"[""forfatter""]",,,1
399,222,91,"[""kritiker""]",,,1
400,223,91,"[""kritiker""]",,,1
401,224,92,"[""forfatter""]",,,1
402,224,9,"[""kritiker""]",,,1
403,225,92,"[""forfatter""]",,,1
404,225,9,"[""kritiker""]",,,1
405,226,92,"[""forfatter""]",,,1
406,226,9,"[""kritiker""]",,,1
407,227,92,"[""forfatter""]",,,1
408,227,9,"[""kritiker""]",,,1
409,228,92,"[""forfatter""]",,,1
410,229,92,"[""forfatter""]",,,1
411,229,9,"[""kritiker""]",,,1
412,230,92,"[""forfatter""]",,,1
413,230,9,"[""kritiker""]",,,1
414,231,92,"[""forfatter""]",,,1
415,231,9,"[""kritiker""]",,,1
416,232,92,"[""forfatter""]",,,1
417,232,9,"[""kritiker""]",,,1
418,233,92,"[""forfatter""]",,,1
419,233,9,"[""kritiker""]",,,1
420,234,93,"[""forfatter""]",,,1
421,234,9,"[""kritiker""]",,,1
422,235,93,"[""forfatter""]",,,1
423,235,9,"[""kritiker""]",,,1
424,236,93,"[""kritiker""]",,,1
425,237,93,"[""kritiker""]",,,1
426,238,93,"[""kritiker""]",,,1
427,239,94,"[""forfatter""]",,,1
428,239,93,"[""kritiker""]",,,1
429,240,93,"[""kritiker""]",,,1
430,241,93,"[""kritiker""]",,,1
431,242,93,"[""kritiker""]",,,1
432,243,93,"[""kritiker""]",,,1
433,244,93,"[""kritiker""]",,,1
434,245,95,"[""kritiker""]",,,1
435,246,96,"[""forfatter""]",,,1
436,246,13,"[""kritiker""]",,,1
437,247,96,"[""forfatter""]",,,1
438,247,9,"[""kritiker""]",,,1
439,248,96,"[""forfatter""]",,,1
440,248,97,"[""kritiker""]",,,1
441,1919,50,"[""kritiker""]",,,1
442,249,98,"[""forfatter""]",,,1
443,249,99,"[""kritiker""]",,,1
444,250,98,"[""forfatter""]",,,1
445,250,58,"[""kritiker""]",,,1
446,251,98,"[""forfatter""]",,,1
447,251,9,"[""kritiker""]",,,1
448,252,98,"[""forfatter""]",,,1
449,252,9,"[""kritiker""]",,,1
450,253,98,"[""forfatter""]",,,1
451,253,9,"[""kritiker""]",,,1
452,254,98,"[""forfatter""]",,,1
453,254,100,"[""kritiker""]",,,1
454,255,98,"[""forfatter""]",,,1
455,255,98,"[""kritiker""]",,,1
456,256,98,"[""forfatter""]",,,1
457,256,9,"[""kritiker""]",,,1
458,257,98,"[""forfatter""]",,,1
459,257,101,"[""kritiker""]",,,1
460,258,98,"[""forfatter""]",,,1
461,258,102,"[""kritiker""]",,,1
462,259,103,"[""forfatter""]",,,1
463,260,103,"[""forfatter""]",,,1
464,260,9,"[""kritiker""]",,,1
465,261,103,"[""forfatter""]",,,1
466,261,25,"[""kritiker""]",,,1
467,262,103,"[""forfatter""]",,,1
468,262,20,"[""kritiker""]",,,1
469,263,103,"[""forfatter""]",,,1
470,263,104,"[""kritiker""]",,,1
471,264,103,"[""forfatter""]",,,1
472,264,9,"[""kritiker""]",,,1
473,265,103,"[""forfatter""]",,,1
474,265,9,"[""kritiker""]",,,1
475,266,103,"[""forfatter""]",,,1
476,266,9,"[""kritiker""]",,,1
477,267,105,"[""forfatter""]",,,1
478,267,9,"[""kritiker""]",,,1
479,268,103,"[""forfatter""]",,,1
480,268,9,"[""kritiker""]",,,1
481,269,103,"[""forfatter""]",,,1
482,269,9,"[""kritiker""]",,,1
483,270,103,"[""forfatter""]",,,1
484,270,35,"[""kritiker""]",,,1
485,271,103,"[""forfatter""]",,,1
486,271,106,"[""kritiker""]",,,1
487,272,105,"[""forfatter""]",,,1
488,272,9,"[""kritiker""]",,,1
489,273,107,"[""forfatter""]",,,1
490,273,9,"[""kritiker""]",,,1
491,274,107,"[""forfatter""]",,,1
492,274,9,"[""kritiker""]",,,1
493,275,107,"[""forfatter""]",,,1
494,275,9,"[""kritiker""]",,,1
495,276,107,"[""forfatter""]",,,1
496,276,9,"[""kritiker""]",,,1
497,277,107,"[""forfatter""]",,,1
498,277,9,"[""kritiker""]",,,1
499,278,107,"[""forfatter""]",,,1
500,278,9,"[""kritiker""]",,,1
501,279,25,"[""forfatter""]",,,1
502,279,108,"[""kritiker""]",,,1
503,280,109,"[""forfatter""]",,,1
504,280,9,"[""kritiker""]",,,1
505,281,109,"[""forfatter""]",,,1
506,281,9,"[""kritiker""]",,,1
507,282,110,"[""kritiker""]",,,1
508,283,111,"[""forfatter""]",,,1
509,283,112,"[""kritiker""]",,,1
510,284,111,"[""forfatter""]",,,1
511,284,9,"[""kritiker""]",,,1
512,285,111,"[""forfatter""]",,,1
513,285,9,"[""kritiker""]",,,1
514,286,25,"[""forfatter""]",,,1
515,286,113,"[""kritiker""]",,,1
516,287,114,"[""forfatter""]",,,1
517,287,35,"[""kritiker""]",,,1
518,288,114,"[""forfatter""]",,,1
519,288,115,"[""kritiker""]",,,1
520,289,114,"[""forfatter""]",,,1
521,289,116,"[""kritiker""]",,,1
522,290,114,"[""forfatter""]",,,1
523,290,117,"[""kritiker""]",,,1
524,291,114,"[""forfatter""]",,,1
525,291,118,"[""kritiker""]",,,1
526,292,114,"[""forfatter""]",,,1
527,292,20,"[""kritiker""]",,,1
528,293,114,"[""forfatter""]",,,1
529,293,119,"[""kritiker""]",,,1
530,294,114,"[""forfatter""]",,,1
531,294,30,"[""kritiker""]",,,1
532,295,114,"[""forfatter""]",,,1
533,295,120,"[""kritiker""]","Medkritiker: M. Seip",,1
534,296,114,"[""forfatter""]",,,1
535,296,121,"[""kritiker""]",,,1
536,297,114,"[""forfatter""]",,,1
537,297,122,"[""kritiker""]",,,1
538,298,114,"[""forfatter""]",,,1
539,298,9,"[""kritiker""]",,,1
540,299,114,"[""forfatter""]",,,1
541,299,9,"[""kritiker""]",,,1
542,300,114,"[""forfatter""]",,,1
543,300,9,"[""kritiker""]",,,1
544,301,114,"[""forfatter""]",,,1
545,301,9,"[""kritiker""]",,,1
546,302,114,"[""forfatter""]",,,1
547,302,9,"[""kritiker""]",,,1
548,303,114,"[""forfatter""]",,,1
549,303,9,"[""kritiker""]",,,1
550,304,88,"[""forfatter""]","Medforfatter: Unger",,1
551,304,123,"[""kritiker""]",,,1
552,305,124,"[""forfatter""]",,,1
553,305,9,"[""kritiker""]",,,1
554,306,124,"[""kritiker""]",,,1
555,307,125,"[""kritiker""]",,,1
556,308,125,"[""kritiker""]",,"-hn,Spr-hn",1
557,309,125,"[""kritiker""]",,,1
558,310,125,"[""kritiker""]",,,1
559,311,125,"[""kritiker""]",,,1
560,312,6,"[""forfatter""]",,,1
561,313,6,"[""forfatter""]",,,1
562,314,6,"[""kritiker""]",,,1
563,315,6,"[""kritiker""]",,"M.F.",1
564,316,6,"[""kritiker""]",,,1
565,317,6,"[""kritiker""]",,,1
566,318,6,"[""kritiker""]",,,1
567,319,7,"[""forfatter""]",,,1
568,319,6,"[""kritiker""]",,,1
569,320,41,"[""forfatter""]",,,1
570,320,126,"[""kritiker""]",,,1
571,321,6,"[""kritiker""]",,,1
572,322,61,"[""forfatter""]",,,1
573,322,116,"[""kritiker""]",,,1
574,323,61,"[""forfatter""]",,,1
575,323,116,"[""kritiker""]",,,1
576,324,61,"[""forfatter""]",,,1
577,324,9,"[""kritiker""]",,,1
578,325,61,"[""forfatter""]",,,1
579,325,127,"[""kritiker""]",,,1
580,326,61,"[""forfatter""]",,,1
581,326,9,"[""kritiker""]",,,1
582,327,61,"[""forfatter""]",,,1
583,327,102,"[""kritiker""]",,,1
584,328,61,"[""forfatter""]",,,1
585,328,112,"[""kritiker""]",,,1
586,329,61,"[""kritiker""]",,,1
587,330,61,"[""forfatter""]",,,1
588,330,9,"[""kritiker""]",,,1
589,331,61,"[""forfatter""]",,,1
590,331,9,"[""kritiker""]",,,1
591,332,61,"[""forfatter""]",,,1
592,333,61,"[""kritiker""]",,,1
593,334,61,"[""forfatter""]",,,1
594,334,9,"[""kritiker""]",,,1
595,335,61,"[""forfatter""]",,,1
596,336,61,"[""forfatter""]",,,1
597,336,9,"[""kritiker""]",,,1
598,337,61,"[""forfatter""]",,,1
599,337,9,"[""kritiker""]",,,1
600,338,61,"[""forfatter""]",,,1
601,338,9,"[""kritiker""]",,,1
602,339,61,"[""forfatter""]",,,1
603,339,128,"[""kritiker""]",,,1
604,340,61,"[""forfatter""]",,,1
605,340,129,"[""kritiker""]",,,1
606,341,61,"[""forfatter""]",,,1
607,342,61,"[""forfatter""]",,,1
608,343,61,"[""forfatter""]",,,1
609,343,9,"[""kritiker""]",,,1
610,344,61,"[""forfatter""]",,,1
611,344,9,"[""kritiker""]",,,1
612,345,61,"[""forfatter""]",,,1
613,345,9,"[""kritiker""]",,,1
614,346,61,"[""forfatter""]",,,1
615,346,130,"[""kritiker""]",,,1
616,347,61,"[""forfatter""]",,,1
617,347,131,"[""kritiker""]",,,1
618,348,61,"[""forfatter""]",,,1
619,349,61,"[""forfatter""]",,,1
620,350,61,"[""forfatter""]",,,1
621,350,9,"[""kritiker""]",,,1
622,351,61,"[""forfatter""]",,,1
623,351,61,"[""kritiker""]",,,1
624,352,61,"[""forfatter""]",,,1
625,352,132,"[""kritiker""]",,,1
626,353,7,"[""forfatter""]",,,1
627,353,61,"[""kritiker""]",,,1
628,354,133,"[""forfatter""]",,,1
629,354,61,"[""kritiker""]",,,1
630,355,61,"[""kritiker""]",,,1
631,356,7,"[""forfatter""]",,,1
632,356,61,"[""kritiker""]",,,1
633,357,61,"[""kritiker""]",,,1
634,358,68,"[""forfatter""]",,,1
635,358,61,"[""kritiker""]",,,1
636,359,68,"[""forfatter""]",,,1
637,359,9,"[""kritiker""]",,,1
638,360,7,"[""forfatter""]",,,1
639,360,61,"[""kritiker""]",,,1
640,361,61,"[""kritiker""]",,,1
641,362,61,"[""kritiker""]",,,1
642,363,61,"[""kritiker""]",,,1
643,364,38,"[""forfatter""]",,,1
644,364,61,"[""kritiker""]",,,1
645,365,134,"[""forfatter""]",,,1
646,365,9,"[""kritiker""]",,,1
647,366,135,"[""kritiker""]","Oversetter",,1
648,367,135,"[""forfatter""]","medforfatter: Karl Uchermann",,1
649,367,9,"[""kritiker""]",,,1
650,368,135,"[""forfatter""]","medforfatter: Karl Uchermann",,1
651,369,135,"[""forfatter""]",,,1
652,369,9,"[""kritiker""]",,,1
653,370,35,"[""forfatter""]",,,1
654,370,135,"[""kritiker""]",,,1
655,371,136,"[""kritiker""]",,,1
656,372,40,"[""forfatter""]",,,1
657,372,137,"[""kritiker""]",,,1
658,373,25,"[""forfatter""]",,,1
659,373,138,"[""kritiker""]",,"D",1
660,374,25,"[""forfatter""]",,,1
661,374,25,"[""kritiker""]",,,1
662,375,25,"[""forfatter""]",,,1
663,375,139,"[""kritiker""]",,,1
664,376,140,"[""kritiker""]",,,1
665,377,141,"[""kritiker""]",,,1
666,378,141,"[""forfatter""]",,,1
667,378,5,"[""kritiker""]",,,1
668,379,141,"[""forfatter""]",,,1
669,379,9,"[""kritiker""]",,,1
670,380,141,"[""forfatter""]",,,1
671,380,9,"[""kritiker""]",,,1
672,381,142,"[""kritiker""]",,,1
673,382,83,"[""kritiker""]",,,1
674,383,143,"[""forfatter""]",,,1
675,383,9,"[""kritiker""]",,,1
676,384,143,"[""forfatter""]",,,1
677,384,9,"[""kritiker""]",,,1
678,385,143,"[""forfatter""]",,,1
679,385,9,"[""kritiker""]",,,1
680,386,143,"[""forfatter""]",,,1
681,386,22,"[""kritiker""]",,"H.J.",1
682,387,143,"[""forfatter""]",,,1
683,387,144,"[""kritiker""]",,"S.M.",1
684,388,143,"[""forfatter""]",,,1
685,388,9,"[""kritiker""]",,,1
686,389,143,"[""forfatter""]",,,1
687,389,9,"[""kritiker""]",,,1
688,390,143,"[""forfatter""]",,,1
689,390,9,"[""kritiker""]",,,1
690,391,143,"[""forfatter""]",,,1
691,391,9,"[""kritiker""]",,,1
